index,county,latitude,longitude,service category,project type,parts,material,connector,equipment,land use,stakeholder,service provider,budget,construction area,load,KPI
test_7369,Los Angeles,33.926262,-118.249883,T,Bldg. Construction,valve,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,58472,14.63,2,880.7453303880852
test_7370,Los Angeles,34.09383,-118.381698,T,Grading,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Other,Company Contractor,Unknown,26698,7.86,2,561.6034877456607
test_7371,Ventura,34.29553,-118.898196,T,Landscaping,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Other,Contractor - 3rd Party,Utility Owner,41682,58.27,2,847.077029027811
test_7372,Los Angeles,34.09254,-118.491064,T,Water Pipeline,line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Unknown,48200,20.77,2,634.5445658997454
test_7373,Los Angeles,34.255441999999995,-118.421314,T,Drainage,line,Plastic,Other,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Land Owner,Occupant,Other,102983,15.65,2,888.5152172003807
test_7374,San Bernardino,34.025685,-117.288812,T,Landscaping,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,79051,32.5,2,531.5311531756032
test_7375,San Diego,32.983606,-117.019035,TG,Natural Gas Pipeline,line,PE,CF,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Other,Contractor - 3rd Party,Utility Owner,47880,32.85,,882.906547838075
test_7376,San Diego,33.056022,-117.2599,TG,Irrigation,line,PE,CF,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Public City Street,Unknown/Other,Other,73706,31.41,2,603.6687393968803
test_7377,San Diego,33.056022,-117.2599,TG,Unknown/Other,line,PE,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Unknown,47678,18.52,3,569.3413887694817
test_7378,Los Angeles,33.753134,-118.367973,T,Electric,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Other,36156,20.77,2,
test_7379,Los Angeles,34.009552,-118.346724,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,35111,12.5,2,913.1986629113896
test_7380,San Diego,32.947589,-117.207392,TG,Landscaping,valve,PE,,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Unknown,53270,34.39,3,
test_7381,Los Angeles,34.129772,-118.330989,T,Electric,line,Plastic,MPL,"Trencher, ditchwitch, rockwheel, similar equipment (TR)",Public City Street,Contractor - 3rd Party,Utility Owner,34169,8.84,2,595.11653358859
test_7382,Santa Barbara,34.44137,-119.514092,T,Sewer (Sanitary/Storm),main,Polyethylene (PE),MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Unknown,Contractor - 3rd Party,Unknown,20533,48.82,16,1318.1926259224333
test_7383,Los Angeles,33.839463,-118.353699,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Other,Contractor - 3rd Party,Utility Owner,58880,11.76,2,574.5559701643677
test_7384,Orange,33.571474,-117.772875,T,Sewer (Sanitary/Storm),line,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Unknown,23339,24.25,3,628.6954416282388
test_7385,Riverside,33.86055,-116.56149,T,Bldg. Construction,main,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Unknown,Contractor - 3rd Party,Utility Owner,37175,50.16,4,875.9736504760639
test_7386,Riverside,33.844134000000004,-117.60867,T,Electric,line,Plastic,PP,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Unknown\Other,Contractor - 3rd Party,Other,82480,31.69,2,837.2355043095063
test_7387,Riverside,33.925519,-117.551958,T,Electric,line,Plastic,PP,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Unknown\Other,Unknown/Other,Utility Owner,25373,16.11,2,948.9686550522521
test_7388,Los Angeles,33.942387,-118.416062,T,Bldg. Construction,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Unknown,Unknown/Other,Unknown,54386,16.48,2,686.2054533641816
test_7389,Los Angeles,33.779284000000004,-118.261723,T,Water Pipeline,line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Municipality,Utility Owner,49718,9.77,2,
test_7390,Los Angeles,34.111885,-118.261033,O,Drainage,line,Plastic other than PE or PVC (PO),PPE,,Private Land Owner,Contractor - 3rd Party,Unknown,30992,10.64,2,900.4748600396147
test_7391,Orange,33.83099,-117.90516399999998,T,Bldg. Construction,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Utility Owner,66910,9.09,2,808.2736429194445
test_7392,San Bernardino,34.032312,-117.010577,T,Pole,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Utility Owner,43081,47.76,2,996.7208401400853
test_7393,Los Angeles,34.028887,-118.317183,T,Sewer (Sanitary/Storm),line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Unknown,48374,8.12,2,900.2522087880983
test_7394,Orange,33.896324,-117.796561,T,Natural Gas Pipeline,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,46311,16.32,2,623.198192327537
test_7395,Los Angeles,34.322618,-118.23757,T,Road Work,main,Steel (ST),MPL,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Public City Street,Company,Utility Owner,33502,57.54,4,491.93423379579406
test_7396,Los Angeles,33.87834,-118.2841,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,14060,7.76,4,998.622818354144
test_7397,Riverside,33.891154,-117.326751,T,Unknown/Other,line,Plastic,PP,Probing Device (PD),Public City Street,Contractor - 3rd Party,Unknown,61145,20.24,2,1027.9442403759656
test_7398,Ventura,34.18165,-119.223902,T,Natural Gas Pipeline,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Other,Contractor - 3rd Party,Unknown,29226,12.02,3,600.8314588239423
test_7399,Los Angeles,33.927691,-118.013828,T,Water Pipeline,line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Utility Owner,60873,8.33,2,846.2413436792656
test_7400,Los Angeles,34.090776,-118.095091,T,Fencing,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Unknown/Other,Unknown,57131,3.76,2,621.2152154422881
test_7401,Los Angeles,34.066117,-118.846342,T,Electric,line,Steel (ST),MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Dedicated Public Utility Easement,Contractor - 3rd Party,Utility Owner,17521,79.07,7,
test_7402,Ventura,34.136003,-118.888634,T,Unknown/Other,line,Plastic,MPL,Not Available,Private Land Owner,Unknown/Other,Utility Owner,25700,25.34,2,753.457286004856
test_7403,Los Angeles,34.034665999999994,-118.504039,T,Landscaping,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,18967,2.62,3,
test_7404,Orange,33.874224,-117.993368,T,Electric,line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public Other,Contractor - 3rd Party,Utility Owner,40100,7.31,2,809.1873456031855
test_7405,San Diego,33.056022,-117.2599,TG,Natural Gas Pipeline,main,PE,R,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Other,Contractor - 3rd Party,Other,63700,22.73,3,644.4656461760455
test_7406,Tulare,36.46271,-119.093242,T,Water Pipeline,line,Copper (CO),PLM,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Land Owner,Contractor - 3rd Party,Utility Owner,12910,70.04,2,703.1852044407985
test_7407,San Bernardino,34.087181,-117.46545,T,Water Pipeline,main,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,113788,16.04,3,508.96382566552785
test_7408,Los Angeles,33.830006,-118.387124,T,Electric,line,Plastic,PP,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public County Road,Contractor - 3rd Party,Utility Owner,33233,5.59,2,
test_7409,Los Angeles,34.148617,-118.433298,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Unknown/Other,Other,51073,12.1,2,773.119753815696
test_7410,Los Angeles,34.007090000000005,-118.258681,T,Water Pipeline,line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,80811,6.05,2,
test_7411,Los Angeles,33.926262,-118.249883,T,Landscaping,line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,67084,9.65,3,770.0026165795798
test_7412,Los Angeles,33.873215,-118.37036100000002,T,Water Pipeline,valve,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Unknown/Other,Unknown,37296,7.11,2,625.910368442936
test_7413,Riverside,33.903134,-117.398044,T,Water Pipeline,line,Plastic,PPE,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Business,Company Contractor,Unknown,53846,31.01,2,703.4491465840804
test_7414,Los Angeles,33.7801,-118.372412,T,Electric,main,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Utility Owner,33914,16.9,4,722.3905343305407
test_7415,Los Angeles,34.080017,-118.262643,T,Curb/Sidewalk,line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Utility Owner,86817,4.64,2,1011.7809990320712
test_7416,Kern,35.343046,-119.06504,T,Natural Gas Pipeline,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,50391,17.97,2,1012.9674725383928
test_7417,Ventura,34.196026,-118.992531,T,Electric,line,Plastic other than PE or PVC (PO),PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,34159,53.1,2,
test_7418,Los Angeles,33.997862,-118.393617,T,Water Pipeline,line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Other,Contractor - 3rd Party,Utility Owner,41556,6.55,2,
test_7419,Ventura,34.227888,-119.079553,T,Water Pipeline,line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Unknown,49596,27.88,2,
test_7420,Los Angeles,34.05038,-118.211991,T,Landscaping,line,Plastic,PLM,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Land Owner,Contractor - 3rd Party,Utility Owner,41424,3.84,3,1040.9808689310119
test_7421,Los Angeles,34.129772,-118.330989,T,Grading,line,Plastic,PLM,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Private Land Owner,Contractor - 3rd Party,Unknown,25105,13.63,2,
test_7422,Los Angeles,34.10781,-118.362247,T,Sewer (Sanitary/Storm),line,Plastic,PPE,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Land Owner,Contractor - 3rd Party,Utility Owner,52374,12.81,2,598.4671558627738
test_7423,Los Angeles,34.083086,-117.737997,T,Water Pipeline,line,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,47791,14.0,4,881.4174023719684
test_7424,San Diego,32.725963,-116.996552,TG,Engineering/Survey,line,ST,Other,Auger (AG),Private Business,Contractor - 3rd Party,Utility Owner,49302,15.22,3,883.5046766055998
test_7425,San Luis Obispo,35.295232,-120.835468,T,Drainage,line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public County Road,Contractor - 3rd Party,Utility Owner,27717,36.98,2,600.3656302122032
test_7426,Los Angeles,34.128066,-117.714773,T,Irrigation,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,51865,19.61,3,1016.0224263281633
test_7427,San Luis Obispo,35.037198,-120.504593,T,Landscaping,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Other,26902,76.05,2,581.7279743887487
test_7428,Orange,33.752499,-117.993969,T,Water Pipeline,line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,88286,16.38,2,
test_7429,San Diego,32.741653,-117.128193,TG,Electric,line,PE,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public Other,Contractor - 3rd Party,Contract Locator,65926,13.74,2,
test_7430,Orange,33.571474,-117.772875,T,Grading,line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,34416,31.02,3,757.0789399240097
test_7431,Tulare,36.373384,-119.211765,T,Fencing,line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,37312,128.06,3,911.8208843497217
test_7432,San Bernardino,34.05941,-117.674011,T,Sewer (Sanitary/Storm),line,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Unknown\Other,Contractor - 3rd Party,Unknown,71968,13.58,2,888.2346850981456
test_7433,Los Angeles,34.1528,-118.000482,T,Sewer (Sanitary/Storm),line,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Other,Contractor - 3rd Party,Unknown,42040,14.71,2,688.3230297200496
test_7434,San Bernardino,34.212329,-117.381179,T,Water Pipeline,line,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,77898,76.19,2,998.1448932768823
test_7435,San Bernardino,34.04981,-117.470609,T,Grading,line,Plastic,PPE,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Private Land Owner,Contractor - 3rd Party,Unknown,35978,25.94,3,954.652409968886
test_7436,Orange,33.606497,-117.64311200000002,T,Electric,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,59934,13.57,2,424.64289671937377
test_7437,Los Angeles,34.019323,-118.391902,T,Agriculture,line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public Other,Unknown/Other,Utility Owner,22662,12.21,4,611.2469372893814
test_7438,San Diego,33.023046,-117.275581,TG,Landscaping,line,PE,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,19116,8.27,2,1147.881371507014
test_7439,San Bernardino,34.00448,-117.684707,T,Sewer (Sanitary/Storm),main,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,95654,36.86,4,1053.5641123866226
test_7440,San Diego,32.947589,-117.207392,TG,Site Development,valve,PE,PLM,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Private Land Owner,Developer,Unknown,78873,20.53,3,503.90464087109694
test_7441,Los Angeles,34.168771,-118.050216,T,Bldg. Construction,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Contract Locator,12280,15.72,2,816.102505037946
test_7442,San Bernardino,34.074087,-117.605618,T,Telecommunications,line,Plastic,PP,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Utility Owner,44419,16.02,2,743.7199650892983
test_7443,Los Angeles,33.942708,-117.952483,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,68722,14.85,3,665.0864232891148
test_7444,Ventura,34.258405,-118.775026,T,Fencing,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Unknown\Other,Developer,Other,69472,33.58,2,590.2645560405725
test_7445,San Bernardino,34.011953000000005,-117.159699,T,Drainage,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Other,Developer,Other,33557,44.07,2,1109.140373178644
test_7446,Los Angeles,33.952725,-118.291904,T,Bldg. Demolition,line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Other,104690,10.27,3,827.4267386254338
test_7447,Santa Barbara,34.923013,-120.25946299999998,T,Pole,line,Plastic,R,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,37954,459.27,2,781.6216296917466
test_7448,Tulare,36.39177700000001,-119.372842,T,Landscaping,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,54734,99.48,2,484.429128168856
test_7449,Orange,33.528654,-117.701253,T,Drainage,line,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Unknown,60359,23.14,4,631.7069715000033
test_7450,Los Angeles,34.280333,-117.86614099999998,T,Sewer (Sanitary/Storm),line,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,50443,178.08,2,529.0280134615367
test_7451,Riverside,33.668913,-117.047314,T,Bldg. Construction,main,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,44379,62.1,4,1081.9192340143136
test_7452,Kings,36.145394,-119.867288,T,Fencing,valve,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,4333,46.23,2,617.2633685920113
test_7453,Santa Barbara,34.479453,-120.084094,T,Sewer (Sanitary/Storm),line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Utility Owner,84397,126.41,2,531.8452876551886
test_7454,Los Angeles,34.020221,-118.286035,T,Bldg. Construction,line,Plastic,PLM,Not Available,Private Other,Unknown/Other,Utility Owner,14606,2.63,3,776.4547476080652
test_7455,Fresno,36.658709,-119.401274,T,Fencing,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,40561,84.93,2,1094.7449367959387
test_7456,Los Angeles,33.753134,-118.367973,T,Bldg. Construction,line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Unknown/Other,Unknown,55837,26.85,2,984.7859499370927
test_7457,Orange,33.758405,-118.075043,T,Grading,line,Steel (ST),MSA,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Private Land Owner,Contractor - 3rd Party,Utility Owner,31720,22.01,2,913.64160992286
test_7458,Los Angeles,33.933565,-118.062611,T,Bldg. Demolition,main,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Other,Developer,Utility Owner,16470,13.5,4,
test_7459,Orange,33.65844,-117.826009,T,Electric,main,Plastic,MPL,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Other,Contractor - 3rd Party,Utility Owner,31720,11.77,4,462.6148989765985
test_7460,Kern,35.393475,-119.120453,T,Fencing,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,90803,19.84,2,
test_7461,Riverside,33.668913,-117.047314,T,Sewer (Sanitary/Storm),main,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,29462,55.77,4,728.491254586088
test_7462,Kings,36.29223,-119.622676,T,Fencing,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Other,92978,265.99,2,681.6970755113001
test_7463,San Bernardino,33.964199,-117.737063,T,Landscaping,line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public Other,Contractor - 3rd Party,Utility Owner,97857,47.75,2,792.89314536161
test_7464,Los Angeles,34.292427,-118.602317,T,Electric,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,37005,42.4,3,975.316801074431
test_7465,Imperial,33.172881,-115.553769,T,Water Pipeline,main,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public Other,Contractor - 3rd Party,Utility Owner,15908,134.73,4,766.5433298169331
test_7466,Riverside,33.712893,-116.497159,T,Electric,main,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Dedicated Public Utility Easement,Contractor - 3rd Party,Other,19978,53.4,4,
test_7467,Los Angeles,33.736324,-118.279183,T,Sewer (Sanitary/Storm),line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Unknown/Other,Unknown,83428,14.03,2,735.5024897500152
test_7468,Los Angeles,34.090727,-118.127525,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Utility Owner,74067,11.65,2,728.8579553388355
test_7469,Los Angeles,34.222119,-118.205306,T,Sewer (Sanitary/Storm),line,Plastic,PLM,Probing Device (PD),Private Other,Unknown/Other,Other,31900,12.46,3,1130.317143531369
test_7470,San Diego,33.095482000000004,-117.243884,TG,Electric,line,PE,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,41921,24.66,2,907.6960995765203
test_7471,San Luis Obispo,35.663145,-120.749697,T,Electric,line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Unknown,40351,511.52,4,955.5673667430752
test_7472,Los Angeles,33.885639000000005,-118.205808,T,Bldg. Construction,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,45529,12.12,2,523.0560663274416
test_7473,Los Angeles,34.084197,-118.208567,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,46870,6.27,2,681.4824553560608
test_7474,Tulare,36.178091,-119.370752,T,Electric,line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Utility Owner,66483,256.0,2,1172.1954920332146
test_7475,Santa Barbara,34.406408,-119.726927,T,Electric,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Other,22860,5.65,2,912.7369506165527
test_7476,San Diego,33.117090999999995,-117.180712,TG,Sewer (Sanitary/Storm),main,PE,PL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,40840,27.13,4,1081.7204616295674
test_7477,Los Angeles,33.993396000000004,-118.465193,T,Drainage,line,Steel (ST),PLM,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Land Owner,Contractor - 3rd Party,Unknown,23320,5.4,7,728.2580985170946
test_7478,Ventura,34.4041,-118.897777,T,Drainage,valve,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Other,18085,109.22,2,554.0168640095533
test_7479,Los Angeles,33.937886,-118.358559,T,Grading,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Contract Locator,41870,13.12,2,1139.298276535031
test_7480,San Diego,32.724103,-117.17091200000002,TG,Bldg. Construction,main,PE,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Developer,Other,36132,5.93,2,483.10174698860743
