index,county,latitude,longitude,service category,project type,parts,material,connector,equipment,land use,stakeholder,service provider,budget,construction area,load,KPI
test_4426,Tulare,36.178091,-119.370752,T,Road Work,line,Plastic,PP,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Public City Street,Contractor - 3rd Party,Utility Owner,74737,280.36,2,528.9195258741162
test_4427,Los Angeles,34.224191999999995,-118.632384,T,Water Pipeline,line,Plastic,PLM,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Private Land Owner,Contractor - 3rd Party,Utility Owner,61786,21.42,2,603.5996862934222
test_4428,Los Angeles,34.114708,-118.192098,T,Unknown/Other,line,Plastic,PLM,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Land Owner,Contractor - 3rd Party,Utility Owner,83298,10.71,2,1017.7193712006032
test_4429,Orange,33.71338,-117.751274,T,Drainage,line,Plastic,PPE,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Land Owner,Contractor - 3rd Party,Unknown,58670,8.59,2,893.7684977008507
test_4430,Los Angeles,34.150818,-118.368159,T,Storm Drain/Culvert,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,20298,9.96,2,970.453475003196
test_4431,Tulare,35.856859,-119.507526,T,Fencing,line,Polyethylene (PE),PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,10714,91.25,2,757.2004293416777
test_4432,San Bernardino,34.011953000000005,-117.159699,T,Water Pipeline,main,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,38565,54.33,16,490.0466175720074
test_4433,Orange,33.668173,-117.734156,T,Landscaping,line,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Unknown,45173,25.32,2,747.1470170663997
test_4434,Orange,33.571474,-117.772875,T,Grading,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,24088,24.64,2,
test_4435,Los Angeles,33.975409,-118.417,T,Water Pipeline,valve,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Other,Contractor - 3rd Party,Unknown,23783,4.19,2,797.9592472750891
test_4436,Riverside,34.003266,-117.442004,T,Sewer (Sanitary/Storm),line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Unknown,94795,37.24,2,1243.9634784525736
test_4437,San Diego,32.696715999999995,-117.117881,TG,Grading,line,PE,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,78154,6.52,2,746.4507574439667
test_4438,San Diego,32.838798,-116.869956,TG,Sewer (Sanitary/Storm),line,PE,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Easement,Contractor - 3rd Party,Unknown,53651,45.12,2,
test_4439,Santa Barbara,34.479453,-120.084094,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,76287,124.63,2,811.9005041710367
test_4440,Los Angeles,34.15404,-118.593153,T,Water Pipeline,main,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,35458,10.96,4,610.1491246522727
test_4441,Los Angeles,34.037251,-118.423573,T,Electric,line,Copper (CO),MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,40956,6.67,3,
test_4442,San Bernardino,34.172754,-117.521243,T,Unknown/Other,main,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Unknown,47742,30.33,4,954.1493693716259
test_4443,Riverside,33.547613,-117.34404,T,Telecommunications,main,Plastic,PP,Boring Equipment (BE),Public City Street,Contractor - 3rd Party,Utility Owner,46911,148.73,4,980.969728766808
test_4444,Los Angeles,33.898883000000005,-118.166629,T,Bldg. Construction,line,Plastic,PLM,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Land Owner,Contractor - 3rd Party,Unknown,68333,4.49,2,707.4380176119259
test_4445,Los Angeles,34.06221,-118.401966,T,Natural Gas Pipeline,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,23600,4.57,3,832.2256824537985
test_4446,Los Angeles,34.072925,-118.372711,T,Water Pipeline,line,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,25189,8.16,2,716.8843449596202
test_4447,San Diego,32.794674,-117.071172,TG,Driveway,line,PE,,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Unknown,34065,12.05,3,738.9340627266196
test_4448,Orange,33.668173,-117.734156,T,Drainage,line,Plastic,PPE,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Private Land Owner,Contractor - 3rd Party,Utility Owner,55752,27.07,4,904.5079486466186
test_4449,Los Angeles,34.178521999999994,-118.459234,T,Sewer (Sanitary/Storm),main,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,31917,7.7,4,745.5010167412788
test_4450,Los Angeles,33.988505,-118.336358,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,47237,7.23,2,543.4589391946118
test_4451,Los Angeles,33.949099,-118.246737,T,Bldg. Demolition,line,Plastic,PPE,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Private Land Owner,Contractor - 3rd Party,Utility Owner,68921,4.87,2,
test_4452,Los Angeles,34.153338,-118.262974,T,Telecommunications,line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public Other,Unknown/Other,Unknown,19263,6.3,2,715.9634771318349
test_4453,Los Angeles,33.912246,-118.236773,T,Curb/Sidewalk,line,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,46445,7.34,2,647.3086861921518
test_4454,Los Angeles,34.265879,-118.456748,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,17288,6.71,2,1173.6594147260685
test_4455,Riverside,33.828396000000005,-117.20766,T,Telecommunications,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Utility,Utility Owner,44775,19.21,2,427.6434710524962
test_4456,Los Angeles,33.987728999999995,-118.186597,T,Cable Television,line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Utility Owner,31414,10.62,2,768.2835353129992
test_4457,Orange,33.848733,-117.788357,T,Electric,line,Plastic,PPE,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Land Owner,Contractor - 3rd Party,Unknown,35163,16.7,2,719.5948912712329
test_4458,Los Angeles,34.019323,-118.391902,T,Sewer (Sanitary/Storm),line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public Other,Company,Unknown,17397,6.55,3,
test_4459,Santa Barbara,34.44137,-119.514092,T,Grading,line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Other,27912,73.46,2,1077.5107601381765
test_4460,Los Angeles,34.042286,-117.756106,T,Water Pipeline,line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Other,56508,11.5,3,951.9397101229616
test_4461,San Diego,32.856347,-117.250058,TG,Electric,line,ST,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,40751,11.47,7,
test_4462,Orange,33.502111,-117.604601,T,Telecommunications,line,Plastic,PP,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Private Easement,Contractor - 3rd Party,Utility Owner,35045,43.77,2,678.6622638509564
test_4463,Los Angeles,34.092566999999995,-118.53436299999998,T,Bldg. Construction,line,Steel (ST),PLM,Auger (AG),Private Other,Contractor - 3rd Party,Unknown,33202,31.52,7,
test_4464,Riverside,33.923381,-117.244836,T,Electric,line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Utility Owner,85118,20.82,2,652.377028060464
test_4465,Los Angeles,33.988505,-118.336358,T,Grading,line,Steel (ST),MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,36499,14.75,3,1002.9888890653253
test_4466,Los Angeles,33.7801,-118.372412,T,Bldg. Demolition,line,Steel (ST),PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,23440,23.44,7,819.0533974785261
test_4467,Los Angeles,33.986270000000005,-117.821282,T,Electric,valve,Plastic,PP,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Other,Contractor - 3rd Party,Utility Owner,63104,27.28,2,778.1740967001889
test_4468,Los Angeles,34.100517,-118.41463,T,Bldg. Demolition,line,Steel (ST),PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Unknown,33051,14.5,7,956.803404156874
test_4469,San Bernardino,33.964199,-117.737063,T,Drainage,line,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Other,Contractor - 3rd Party,Unknown,74337,43.91,3,735.631534818121
test_4470,Los Angeles,33.9076,-118.082645,T,Grading,line,Plastic,PLM,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Private Land Owner,Contractor - 3rd Party,Other,108164,13.81,2,752.3458957636722
test_4471,Tulare,36.389827,-119.219896,T,Fencing,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Utility Owner,10066,7.19,2,462.7451463125008
test_4472,San Diego,33.056022,-117.2599,TG,Drainage,line,PE,,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Public City Street,Contractor - 3rd Party,Other,52065,19.4,3,
test_4473,San Diego,32.899592,-117.201203,TG,Water Pipeline,supply,PE,,Probing Device (PD),Public City Street,Municipality,Utility Owner,7960,21.94,2,698.6533817690753
test_4474,San Bernardino,34.032312,-117.010577,T,Water Pipeline,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,54175,73.1,3,957.8440609552027
test_4475,Orange,33.83099,-117.90516399999998,T,Telecommunications,line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,94891,6.4,2,848.4084218813513
test_4476,Tulare,35.856859,-119.507526,T,Fencing,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,1801,78.14,2,800.2896836098598
test_4477,Riverside,33.882614000000004,-117.528205,T,Water Pipeline,line,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Unknown\Other,Contractor - 3rd Party,Other,42970,13.13,2,682.8148057784338
test_4478,Los Angeles,33.849034,-118.147902,T,Water Pipeline,valve,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Municipality,Utility Owner,35730,5.8,2,758.3687730678113
test_4479,Los Angeles,34.065740000000005,-118.435025,T,Drainage,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Developer,Other,70034,2.22,2,776.8570920017694
test_4480,Orange,33.668173,-117.734156,T,Fencing,valve,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Other,53206,27.75,3,585.9569678187949
test_4481,Riverside,33.668913,-117.047314,T,Telecommunications,line,Plastic,PP,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Utility Owner,30427,49.59,2,938.896151952808
test_4482,Santa Barbara,34.595669,-120.352667,T,Grading,line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Business,Contractor - 3rd Party,Utility Owner,61880,248.31,2,
test_4483,Los Angeles,34.280333,-117.86614099999998,T,Drainage,line,Plastic,PPE,"Trencher, ditchwitch, rockwheel, similar equipment (TR)",Private Other,Contractor - 3rd Party,Unknown,60538,183.64,2,1035.1144095670286
test_4484,Los Angeles,34.002028,-118.430656,T,Bldg. Demolition,line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Unknown,78470,13.33,2,553.58006968957
test_4485,Los Angeles,34.018195,-117.854821,T,Water Pipeline,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Utility Owner,36497,20.88,2,667.8552184333986
test_4486,Kern,35.393866,-119.244846,T,Unknown/Other,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Other,Contractor - 3rd Party,Other,28970,100.89,2,842.4794801345723
test_4487,Kern,35.343046,-119.06504,T,Water Pipeline,line,Plastic,PLM,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Land Owner,Contractor - 3rd Party,Unknown,60776,16.05,2,854.4152497177762
test_4488,Los Angeles,34.193341,-118.818695,T,Cable Television,valve,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,51165,24.54,2,890.0382549695514
test_4489,Riverside,33.92539,-117.607254,T,Drainage,main,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Unknown,77743,36.67,4,1004.0298092621298
test_4490,Los Angeles,33.993396000000004,-118.465193,T,Water Pipeline,main,Plastic,MPL,Probing Device (PD),Public City Street,Contractor - 3rd Party,Utility Owner,31834,2.83,4,
test_4491,Tulare,36.373384,-119.211765,T,Fencing,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,54963,96.04,2,821.6645236081533
